ID	Sex	weak	trait
2013	2	1	5.2
2013	2	2	8.2
2013	2	3	10.4
2013	2	4	13.8
2013	2	5	17.3
2013	2	6	19.8
2013	2	7	21.1
2013	2	8	21.9
2013	2	9	22.4
2013	2	10	22.8
2013	2	11	22.2
2013	2	12	21.6
2013	2	13	23
2013	2	14	23.3
2013	2	15	24.3
2013	2	16	25.2
1960	1	1	6.8
1960	1	2	10.9
1960	1	3	12.3
1960	1	4	14.6
1960	1	5	16.7
1960	1	6	17.6
1960	1	7	17.8
1960	1	8	17.2
1960	1	9	18.1
1960	1	10	18.6
1960	1	11	19.2
1960	1	12	19.2
1960	1	13	19.9
1960	1	14	19.6
1960	1	15	20.8
1960	1	16	20.1
2028	2	1	5.6
2028	2	2	8.1
2028	2	3	10.3
2028	2	4	13.1
2028	2	5	16.5
2028	2	6	17.6
2028	2	7	17.5
2028	2	8	18.2
2028	2	9	18.5
2028	2	10	19.8
2028	2	11	20.4
2028	2	12	20.6
2028	2	13	20.9
2028	2	14	21.1
2028	2	15	21.4
2028	2	16	21.4
2036	1	1	3.9
2036	1	2	4.6
2036	1	3	6.7
2036	1	4	11.1
2036	1	5	12.5
2036	1	6	13.2
2036	1	7	14.2
2036	1	8	14.9
2036	1	9	15.1
2036	1	10	16.7
2036	1	11	16.8
2036	1	12	17.9
2036	1	13	17.4
2036	1	14	19.2
2036	1	15	18.7
2036	1	16	18.6
2044	1	1	5.240269587
2044	1	2	10.5
2044	1	3	13.2
2044	1	4	12.3
2044	1	5	13.4
2044	1	6	14.5
2044	1	7	15.1
2044	1	8	15.6
2044	1	9	15.3
2044	1	10	15.8
2044	1	11	15.5
2044	1	12	15.6
2044	1	13	15.6
2044	1	14	16.6
2044	1	15	15.6
2044	1	16	15.9
2052	2	1	5.6
2052	2	2	8.8
2052	2	3	11
2052	2	4	13
2052	2	5	16
2052	2	6	17.4
2052	2	7	18.3
2052	2	8	17.4
2052	2	9	18.3
2052	2	10	19.4
2052	2	11	18.7
2052	2	12	19
2052	2	13	19.6
2052	2	14	20.2
2052	2	15	19.9
2052	2	16	20.7
2060	2	1	6.9
2060	2	2	10.5
2060	2	3	13
2060	2	4	16
2060	2	5	18.4
2060	2	6	20.6
2060	2	7	22.1
2060	2	8	22.4
2060	2	9	22.9
2060	2	10	23.1
2060	2	11	23.5
2060	2	12	24.2
2060	2	13	24.9
2060	2	14	25.4
2060	2	15	25.5
2060	2	16	25.6
2068	2	1	5.1
2068	2	2	7.9
2068	2	3	10.1
2068	2	4	13.4
2068	2	5	17.1
2068	2	6	18.6
2068	2	7	21.1
2068	2	8	21
2068	2	9	21.7
2068	2	10	22.1
2068	2	11	22.2
2068	2	12	22.8
2068	2	13	23.6
2068	2	14	23.4
2068	2	15	23.6
2068	2	16	25.2
2076	1	1	5.9
2076	1	2	8.704221636
2076	1	3	11.2
2076	1	4	15.6
2076	1	5	15.8
2076	1	6	16.3
2076	1	7	16.3
2076	1	8	16.9
2076	1	9	17.9
2076	1	10	18.2
2076	1	11	18
2076	1	12	18.5
2076	1	13	20.1
2076	1	14	19.2
2076	1	15	20.1
2076	1	16	19.6
2084	2	1	6.8
2084	2	2	10.3
2084	2	3	12
2084	2	4	17.1
2084	2	5	20.4
2084	2	6	20.3
2084	2	7	21.1
2084	2	8	21.8
2084	2	9	22.3
2084	2	10	23.5
2084	2	11	24.4
2084	2	12	24.2
2084	2	13	24.9
2084	2	14	25.9
2084	2	15	27.5
2084	2	16	27.5
1963	2	1	6.9
1963	2	2	11.1
1963	2	3	13.8
1963	2	4	20.9
1963	2	5	23
1963	2	6	22
1963	2	7	23.7
1963	2	8	25.7
1963	2	9	26.9
1963	2	10	27.5
1963	2	11	28.2
1963	2	12	28.4
1963	2	13	29.6
1963	2	14	29.1
1963	2	15	30.2
1963	2	16	32.1
2006	1	1	6.4
2006	1	2	12.7
2006	1	3	14.9
2006	1	4	13.61510373
2006	1	5	15
2006	1	6	15.6
2006	1	7	17.1
2006	1	8	19.2
2006	1	9	18.3
2006	1	10	20.8
2006	1	11	21.1
2006	1	12	21.3
2006	1	13	22
2006	1	14	22.7
2006	1	15	22.5
2006	1	16	22.6
2014	2	1	5.7
2014	2	2	8.7
2014	2	3	10.7
2014	2	4	13.4
2014	2	5	15.5
2014	2	6	15.9
2014	2	7	15.9
2014	2	8	17
2014	2	9	17.2
2014	2	10	17.6
2014	2	11	18.4
2014	2	12	17.5
2014	2	13	17.9
2014	2	14	18
2014	2	15	18.2
2014	2	16	18.2
2021	1	1	6.7
2021	1	2	10
2021	1	3	11.7
2021	1	4	12.8
2021	1	5	15.4
2021	1	6	16.1
2021	1	7	15.8
2021	1	8	16.6
2021	1	9	17.3
2021	1	10	17.4
2021	1	11	17.6
2021	1	12	17
2021	1	13	17.9
2021	1	14	18.1
2021	1	15	18.8
2021	1	16	17.7
2029	2	1	5.3
2029	2	2	8.5
2029	2	3	10.9
2029	2	4	14.1
2029	2	5	16.6
2029	2	6	18.1
2029	2	7	17.8
2029	2	8	19.1
2029	2	9	19.6
2029	2	10	20.9
2029	2	11	21.1
2029	2	12	21.4
2029	2	13	21.8
2029	2	14	22.1
2029	2	15	22.2
2029	2	16	22
2037	1	1	4.2
2037	1	2	6.9
2037	1	3	8.6
2037	1	4	11.6
2037	1	5	12.9
2037	1	6	14.4
2037	1	7	14.2
2037	1	8	14.1
2037	1	9	14.4
2037	1	10	15.5
2037	1	11	15.3
2037	1	12	16.4
2037	1	13	16.8
2037	1	14	17.3
2037	1	15	17.5
2037	1	16	17
2045	2	1	5.240269587
2045	2	2	10.8
2045	2	3	12.3
2045	2	4	15.4
2045	2	5	18.6
2045	2	6	19
2045	2	7	19.8
2045	2	8	21.7
2045	2	9	23.1
2045	2	10	25.7
2045	2	11	26.3
2045	2	12	27.7
2045	2	13	29.4
2045	2	14	29.3
2045	2	15	31
2045	2	16	29.8
2053	1	1	5.4
2053	1	2	8.2
2053	1	3	10.4
2053	1	4	11.6
2053	1	5	13.3
2053	1	6	14.4
2053	1	7	14.8
2053	1	8	15.1
2053	1	9	18.47109635
2053	1	10	15.9
2053	1	11	16.6
2053	1	12	16
2053	1	13	15.4
2053	1	14	15.9
2053	1	15	15.5
2053	1	16	16.3
2061	2	1	5.240269587
2061	2	2	9.1
2061	2	3	11.8
2061	2	4	15.1
2061	2	5	18.3
2061	2	6	18
2061	2	7	18.5
2061	2	8	19.1
2061	2	9	19.2
2061	2	10	21.3
2061	2	11	21
2061	2	12	24
2061	2	13	23.3
2061	2	14	25.1
2061	2	15	25.2
2061	2	16	25.2
2069	2	1	5.3
2069	2	2	8.5
2069	2	3	11.4
2069	2	4	15.8
2069	2	5	17.8
2069	2	6	18.5
2069	2	7	19
2069	2	8	19.8
2069	2	9	20.6
2069	2	10	22.6
2069	2	11	21.6
2069	2	12	22
2069	2	13	22
2069	2	14	23.1
2069	2	15	23.8
2069	2	16	24.6
2077	2	1	5.1
2077	2	2	8.704221636
2077	2	3	12.8
2077	2	4	13.7
2077	2	5	19.5
2077	2	6	20.7
2077	2	7	20.4
2077	2	8	22
2077	2	9	22.9
2077	2	10	23.6
2077	2	11	23.5
2077	2	12	25
2077	2	13	25.6
2077	2	14	26.9
2077	2	15	27
2077	2	16	26.6
2085	1	1	6
2085	1	2	9.4
2085	1	3	11.4
2085	1	4	13.8
2085	1	5	15.1
2085	1	6	16.2
2085	1	7	15.8
2085	1	8	16.4
2085	1	9	16.1
2085	1	10	17.3
2085	1	11	16.9
2085	1	12	17.6
2085	1	13	17.8
2085	1	14	17.7
2085	1	15	18.1
2085	1	16	19.2
1964	1	1	7.8
1964	1	2	11.8
1964	1	3	12.9
1964	1	4	15.2
1964	1	5	17.7
1964	1	6	17.2
1964	1	7	17.4
1964	1	8	17.8
1964	1	9	19.6
1964	1	10	19.4
1964	1	11	19.26159468
1964	1	12	21.9
1964	1	13	23.1
1964	1	14	23.2
1964	1	15	24.1
1964	1	16	22.5
2007	1	1	5.2
2007	1	2	10.7
2007	1	3	11.6
2007	1	4	13.61510373
2007	1	5	12.9
2007	1	6	13.7
2007	1	7	15.3
2007	1	8	16.1
2007	1	9	16.3
2007	1	10	17.5
2007	1	11	17.3
2007	1	12	17.7
2007	1	13	19
2007	1	14	19
2007	1	15	19.2
2007	1	16	18.8
2015	1	1	5.1
2015	1	2	7.7
2015	1	3	10.6
2015	1	4	13
2015	1	5	14.3
2015	1	6	15.1
2015	1	7	15.9
2015	1	8	17.1
2015	1	9	17.3
2015	1	10	18.1
2015	1	11	17.9
2015	1	12	17.2
2015	1	13	18.5
2015	1	14	19.4
2015	1	15	19.1
2015	1	16	19.3
2022	2	1	6.5
2022	2	2	9.7
2022	2	3	12.4
2022	2	4	14.8
2022	2	5	17.9
2022	2	6	18.2
2022	2	7	16.1
2022	2	8	19
2022	2	9	21.2
2022	2	10	22.1
2022	2	11	21.6
2022	2	12	22.3
2022	2	13	22.9
2022	2	14	23.8
2022	2	15	23.6
2022	2	16	23
2030	1	1	5.7
2030	1	2	8.5
2030	1	3	11.6
2030	1	4	14.4
2030	1	5	15.9
2030	1	6	16.8
2030	1	7	16.6
2030	1	8	18.7
2030	1	9	18.4
2030	1	10	18.2
2030	1	11	18.2
2030	1	12	17.8
2030	1	13	19.2
2030	1	14	18.1
2030	1	15	19.3
2030	1	16	19.4
2038	2	1	4.5
2038	2	2	5.9
2038	2	3	8.1
2038	2	4	9.7
2038	2	5	11.8
2038	2	6	13.2
2038	2	7	14.1
2038	2	8	14.8
2038	2	9	15.4
2038	2	10	16.6
2038	2	11	16.5
2038	2	12	17.4
2038	2	13	18.2
2038	2	14	18.7
2038	2	15	20
2038	2	16	20.8
2054	1	1	5.7
2054	1	2	8.7
2054	1	3	11.1
2054	1	4	12.3
2054	1	5	13.7
2054	1	6	15.3
2054	1	7	16.8
2054	1	8	15.7
2054	1	9	16.3
2054	1	10	16.8
2054	1	11	17.1
2054	1	12	17.3
2054	1	13	17.6
2054	1	14	18.1
2054	1	15	18.2
2054	1	16	18.3
2062	2	1	5.3
2062	2	2	8.7
2062	2	3	11.6
2062	2	4	15.1
2062	2	5	18.7
2062	2	6	19.4
2062	2	7	20.4
2062	2	8	20.8
2062	2	9	21.2
2062	2	10	22.4
2062	2	11	21.8
2062	2	12	22.4
2062	2	13	24
2062	2	14	24.3
2062	2	15	24.7
2062	2	16	25.9
2070	2	1	4.8
2070	2	2	8
2070	2	3	10.7
2070	2	4	12.6
2070	2	5	14.5
2070	2	6	15.3
2070	2	7	16.9
2070	2	8	17.8
2070	2	9	18.5
2070	2	10	19.3
2070	2	11	19.7
2070	2	12	19.6
2070	2	13	21
2070	2	14	21.9
2070	2	15	22.4
2070	2	16	22.7
2078	1	1	5.8
2078	1	2	8.704221636
2078	1	3	11.5
2078	1	4	11.1
2078	1	5	11.9
2078	1	6	13.9
2078	1	7	14.1
2078	1	8	15.5
2078	1	9	15.2
2078	1	10	16.2
2078	1	11	15.6
2078	1	12	15.9
2078	1	13	16.4
2078	1	14	16.5
2078	1	15	16.6
2078	1	16	16.2
2086	2	1	6.2
2086	2	2	9.5
2086	2	3	11.8
2086	2	4	15.7
2086	2	5	18.9
2086	2	6	19.6
2086	2	7	20
2086	2	8	20.6
2086	2	9	20.5
2086	2	10	21.2
2086	2	11	21.9
2086	2	12	21.8
2086	2	13	22.1
2086	2	14	22.2
2086	2	15	23.2
2086	2	16	23.8
2094	1	1	6.1
2094	1	2	8.8
2094	1	3	11.6
2094	1	4	12
2094	1	5	15.3
2094	1	6	17.4
2094	1	7	17.9
2094	1	8	18.3
2094	1	9	18.4
2094	1	10	18.1
2094	1	11	19.26159468
2094	1	12	20.4
2094	1	13	18.6
2094	1	14	19.4
2094	1	15	20.7
2094	1	16	20.9
2102	2	1	5.6
2102	2	2	8.704221636
2102	2	3	10.9
2102	2	4	13.6
2102	2	5	16.9
2102	2	6	17.3
2102	2	7	17.8
2102	2	8	18.9
2102	2	9	19
2102	2	10	19.7
2102	2	11	18.9
2102	2	12	19.3
2102	2	13	19.7
2102	2	14	19.8
2102	2	15	20.1
2102	2	16	20.3
2110	1	1	5.3
2110	1	2	8.2
2110	1	3	10.4
2110	1	4	12.2
2110	1	5	14.8
2110	1	6	14.8
2110	1	7	15.1
2110	1	8	18.2
2110	1	9	18.7
2110	1	10	19.5
2110	1	11	20.5
2110	1	12	19.7
2110	1	13	19.5
2110	1	14	19.3
2110	1	15	20
2110	1	16	21.1
2118	1	1	5.1
2118	1	2	8
2118	1	3	10
2118	1	4	10.6
2118	1	5	15.9
2118	1	6	16.2
2118	1	7	15.1
2118	1	8	15.8
2118	1	9	16
2118	1	10	17.1
2118	1	11	17.3
2118	1	12	17.2
2118	1	13	17.7
2118	1	14	18.8
2118	1	15	19.6
2118	1	16	19.2
2126	2	1	3.8
2126	2	2	6.7
2126	2	3	8.3
2126	2	4	12.4
2126	2	5	15.4
2126	2	6	15.4
2126	2	7	15.8
2126	2	8	16.8
2126	2	9	17
2126	2	10	18.4
2126	2	11	17.8
2126	2	12	19
2126	2	13	19.2
2126	2	14	19.9
2126	2	15	21.8
2126	2	16	20.7
2134	2	1	4.2
2134	2	2	6.6
2134	2	3	9.4
2134	2	4	14.7
2134	2	5	18.5
2134	2	6	18.7
2134	2	7	17
2134	2	8	18.8
2134	2	9	19.1
2134	2	10	19.9
2134	2	11	20
2134	2	12	20.7
2134	2	13	20.9
2134	2	14	21.8
2134	2	15	19.7
2134	2	16	22.2
2141	1	1	5
2141	1	2	7
2141	1	3	10
2141	1	4	11.8
2141	1	5	14.4
2141	1	6	14.9
2141	1	7	15.5
2141	1	8	14.1
2141	1	9	14.9
2141	1	10	14.5
2141	1	11	15.3
2141	1	12	15.5
2141	1	13	15.6
2141	1	14	16
2141	1	15	16.1
2141	1	16	17.5
2149	2	1	5.4
2149	2	2	9.5
2149	2	3	12.7
2149	2	4	17.8
2149	2	5	20.7
2149	2	6	20.4
2149	2	7	21.2
2149	2	8	21.6
2149	2	9	22.7
2149	2	10	23.5
2149	2	11	25
2149	2	12	24.3
2149	2	13	24.2
2149	2	14	26.5
2149	2	15	26.3
2149	2	16	26.9
2169	1	1	7.2
2169	1	2	8.704221636
2169	1	3	12.3
2169	1	4	14.5
2169	1	5	15.6
2169	1	6	15
2169	1	7	16
2169	1	8	16.8
2169	1	9	17.5
2169	1	10	17.9
2169	1	11	18.2
2169	1	12	19
2169	1	13	18.7
2169	1	14	19.1
2169	1	15	18.7
2169	1	16	19.8
2087	1	1	6.4
2087	1	2	9.8
2087	1	3	10.6
2087	1	4	12.6
2087	1	5	15
2087	1	6	16.8
2087	1	7	16.3
2087	1	8	16.6
2087	1	9	16.8
2087	1	10	17.5
2087	1	11	17.3
2087	1	12	18.9
2087	1	13	19.8
2087	1	14	20.1
2087	1	15	20.9
2087	1	16	22.1
2095	1	1	6.7
2095	1	2	9.8
2095	1	3	14
2095	1	4	17.5
2095	1	5	19.2
2095	1	6	19.3
2095	1	7	18.5
2095	1	8	18.5
2095	1	9	18.4
2095	1	10	18.4
2095	1	11	19.26159468
2095	1	12	19.9
2095	1	13	19.7
2095	1	14	19.8
2095	1	15	20.6
2095	1	16	21.3
2103	1	1	5.2
2103	1	2	8.704221636
2103	1	3	10
2103	1	4	11.8
2103	1	5	14.4
2103	1	6	14.7
2103	1	7	14.4
2103	1	8	14.7
2103	1	9	14.5
2103	1	10	15.3
2103	1	11	15.6
2103	1	12	16.5
2103	1	13	15.7
2103	1	14	16.4
2103	1	15	17.6
2103	1	16	16.8
2111	1	1	4.3
2111	1	2	6.9
2111	1	3	9.3
2111	1	4	11.2
2111	1	5	14.1
2111	1	6	14.1
2111	1	7	14.5
2111	1	8	14.9
2111	1	9	14.6
2111	1	10	15.1
2111	1	11	15.1
2111	1	12	15.6
2111	1	13	15.2
2111	1	14	16
2111	1	15	16.6
2111	1	16	17.2
2119	1	1	4.7
2119	1	2	7.4
2119	1	3	9
2119	1	4	11.5
2119	1	5	15.8
2119	1	6	15.4
2119	1	7	15.7
2119	1	8	16.1
2119	1	9	16
2119	1	10	17.6
2119	1	11	17.6
2119	1	12	17.1
2119	1	13	17.6
2119	1	14	18.2
2119	1	15	17.6
2119	1	16	18.2
2127	1	1	5
2127	1	2	8.3
2127	1	3	10.1
2127	1	4	12.1
2127	1	5	14.4
2127	1	6	14.4
2127	1	7	15.4
2127	1	8	15.3
2127	1	9	16.3
2127	1	10	17
2127	1	11	17.2
2127	1	12	17.2
2127	1	13	17.5
2127	1	14	18.2
2127	1	15	21.6
2127	1	16	20.5
2135	1	1	3.1
2135	1	2	4.9
2135	1	3	7.1
2135	1	4	10.7
2135	1	5	14.2
2135	1	6	12.8
2135	1	7	13.6
2135	1	8	13.1
2135	1	9	13.6
2135	1	10	15.5
2135	1	11	13.9
2135	1	12	14.4
2135	1	13	14.6
2135	1	14	15.2
2135	1	15	16.5
2135	1	16	17.8
2142	2	1	5.1
2142	2	2	8.1
2142	2	3	10.6
2142	2	4	14.4
2142	2	5	16.6
2142	2	6	18.3
2142	2	7	19.3
2142	2	8	19.9
2142	2	9	20.1
2142	2	10	19.7
2142	2	11	19.3
2142	2	12	19.4
2142	2	13	19.4
2142	2	14	20.7
2142	2	15	21.7
2142	2	16	22.4
2151	1	1	5.9
2151	1	2	9.6
2151	1	3	12
2151	1	4	15.1
2151	1	5	15.3
2151	1	6	15.8
2151	1	7	17.3
2151	1	8	18.3
2151	1	9	18.4
2151	1	10	17.9
2151	1	11	17.6
2151	1	12	18.2
2151	1	13	18
2151	1	14	20.2
2151	1	15	19.3
2151	1	16	19.8
2162	1	1	4.9
2162	1	2	6.9
2162	1	3	9.9
2162	1	4	13
2162	1	5	15.8
2162	1	6	16.3
2162	1	7	15.7
2162	1	8	15.9
2162	1	9	16.8
2162	1	10	16.3
2162	1	11	17.5
2162	1	12	17.3
2162	1	13	16.8
2162	1	14	17.8
2162	1	15	18.2
2162	1	16	18.1
2184	2	1	7.1
2184	2	2	11.5
2184	2	3	13.8
2184	2	4	17.3
2184	2	5	20.7
2184	2	6	20.6
2184	2	7	21.6
2184	2	8	21.8
2184	2	9	22.8
2184	2	10	23.8
2184	2	11	24
2184	2	12	24.9
2184	2	13	26.4
2184	2	14	26.2
2184	2	15	27.8
2184	2	16	28
2088	1	1	6
2088	1	2	8.3
2088	1	3	11.4
2088	1	4	14.9
2088	1	5	14.8
2088	1	6	16.6
2088	1	7	15.4
2088	1	8	16.7
2088	1	9	16.5
2088	1	10	15.8
2088	1	11	19.26159468
2088	1	12	18.8
2088	1	13	18.3
2088	1	14	18.7
2088	1	15	18.5
2088	1	16	19.1
2104	2	1	5.8
2104	2	2	8.704221636
2104	2	3	11
2104	2	4	14.6
2104	2	5	17.8
2104	2	6	18.2
2104	2	7	18.2
2104	2	8	19.6
2104	2	9	19.4
2104	2	10	20.3
2104	2	11	19.8
2104	2	12	20.5
2104	2	13	20.6
2104	2	14	21.1
2104	2	15	21.1
2104	2	16	21
2112	1	1	4.8
2112	1	2	7.7
2112	1	3	10.5
2112	1	4	14.3
2112	1	5	16.18298927
2112	1	6	16.6
2112	1	7	15.7
2112	1	8	15.9
2112	1	9	15.7
2112	1	10	16.9
2112	1	11	16.9
2112	1	12	18.3
2112	1	13	18.7
2112	1	14	19.4
2112	1	15	20.1
2112	1	16	20.1
2120	2	1	5
2120	2	2	7.5
2120	2	3	9.8
2120	2	4	13
2120	2	5	18.3
2120	2	6	17.5
2120	2	7	17.6
2120	2	8	18.8
2120	2	9	18.7
2120	2	10	19.6
2120	2	11	19.7
2120	2	12	20.7
2120	2	13	21.2
2120	2	14	21.4
2120	2	15	22.2
2120	2	16	22.8
2128	2	1	4.7
2128	2	2	7.7
2128	2	3	9.7
2128	2	4	13.2
2128	2	5	15.8
2128	2	6	16.3
2128	2	7	17.8
2128	2	8	18.3
2128	2	9	18.6
2128	2	10	19.4
2128	2	11	19.9
2128	2	12	20.4
2128	2	13	20.6
2128	2	14	20.7
2128	2	15	23.2
2128	2	16	21.9
2136	1	1	4.6
2136	1	2	7
2136	1	3	9.3
2136	1	4	12.4
2136	1	5	16
2136	1	6	16.5
2136	1	7	17.1
2136	1	8	16.7
2136	1	9	17.3
2136	1	10	17.4
2136	1	11	16.5
2136	1	12	16.4
2136	1	13	16.6
2136	1	14	17.1
2136	1	15	17.1
2136	1	16	17.7
2143	1	1	5.3
2143	1	2	8.3
2143	1	3	10
2143	1	4	12.6
2143	1	5	16.2
2143	1	6	16.4
2143	1	7	16.6
2143	1	8	16.6
2143	1	9	16.5
2143	1	10	17
2143	1	11	16.2
2143	1	12	16.8
2143	1	13	15.9
2143	1	14	17
2143	1	15	17.5
2143	1	16	18
2152	2	1	5.3
2152	2	2	9
2152	2	3	10.6
2152	2	4	12.8
2152	2	5	15.9
2152	2	6	16.9
2152	2	7	16.9
2152	2	8	17.2
2152	2	9	18
2152	2	10	17.2
2152	2	11	18.8
2152	2	12	17.8
2152	2	13	18.2
2152	2	14	20.3
2152	2	15	18.7
2152	2	16	19.2
2163	1	1	5.1
2163	1	2	7.5
2163	1	3	10
2163	1	4	11.8
2163	1	5	13
2163	1	6	13.7
2163	1	7	13.8
2163	1	8	13.2
2163	1	9	14.7
2163	1	10	14.6
2163	1	11	15
2163	1	12	14.8
2163	1	13	15.3
2163	1	14	15.6
2163	1	15	15.5
2163	1	16	15.9
2170	2	1	7.1
2170	2	2	8.704221636
2170	2	3	13.1
2170	2	4	17
2170	2	5	20.5
2170	2	6	20.4
2170	2	7	21.3
2170	2	8	22.6
2170	2	9	23.1
2170	2	10	23.7
2170	2	11	23.5
2170	2	12	25.8
2170	2	13	27.3
2170	2	14	28.1
2170	2	15	29
2170	2	16	30.6
2185	1	1	3.8
2185	1	2	8.2
2185	1	3	9.3
2185	1	4	11
2185	1	5	13.4
2185	1	6	13.3
2185	1	7	13.3
2185	1	8	13
2185	1	9	14.6
2185	1	10	15.4
2185	1	11	14.6
2185	1	12	15.2
2185	1	13	16.6
2185	1	14	16.4
2185	1	15	18.1
2185	1	16	17.3
2089	1	1	4.6
2089	1	2	7.3
2089	1	3	9.7
2089	1	4	12.1
2089	1	5	13.8
2089	1	6	15.8
2089	1	7	17.40438333
2089	1	8	16.8
2089	1	9	17.1
2089	1	10	18.3
2089	1	11	18.3
2089	1	12	19.79950042
2089	1	13	19.3
2089	1	14	19.8
2089	1	15	19
2089	1	16	20.3
2097	2	1	6.5
2097	2	2	9.2
2097	2	3	12.7
2097	2	4	18.3
2097	2	5	21.5
2097	2	6	22.1
2097	2	7	22.8
2097	2	8	23.5
2097	2	9	24.6
2097	2	10	25.3
2097	2	11	24.9
2097	2	12	25.6
2097	2	13	26.6
2097	2	14	26.4
2097	2	15	27.1
2097	2	16	27.5
2105	1	1	5.2
2105	1	2	8.704221636
2105	1	3	9.5
2105	1	4	11.5
2105	1	5	13.1
2105	1	6	13.4
2105	1	7	13.8
2105	1	8	14.6
2105	1	9	13.4
2105	1	10	13.6
2105	1	11	14.9
2105	1	12	14.9
2105	1	13	13.7
2105	1	14	14.3
2105	1	15	15.3
2105	1	16	15.3
2113	2	1	4.8
2113	2	2	7.6
2113	2	3	10
2113	2	4	11.6
2113	2	5	15.9
2113	2	6	15
2113	2	7	15.2
2113	2	8	16.4
2113	2	9	16.4
2113	2	10	17
2113	2	11	17.1
2113	2	12	17.3
2113	2	13	17.1
2113	2	14	17.4
2113	2	15	17.6
2113	2	16	18.2
2121	1	1	4.5
2121	1	2	7.1
2121	1	3	9.8
2121	1	4	12.6
2121	1	5	15.8
2121	1	6	15
2121	1	7	15
2121	1	8	15.9
2121	1	9	15.8
2121	1	10	16.7
2121	1	11	16.6
2121	1	12	16.3
2121	1	13	17
2121	1	14	17
2121	1	15	18
2121	1	16	17.8
2129	2	1	4.9
2129	2	2	7.9
2129	2	3	9.6
2129	2	4	13.5
2129	2	5	17.8
2129	2	6	18
2129	2	7	18.4
2129	2	8	19.9
2129	2	9	20.4
2129	2	10	21.4
2129	2	11	21
2129	2	12	22.4
2129	2	13	23.5
2129	2	14	24.4
2129	2	15	26.4
2129	2	16	25.9
2144	2	1	5.1
2144	2	2	8.6
2144	2	3	11.7
2144	2	4	17
2144	2	5	19.7
2144	2	6	18.1
2144	2	7	19.1
2144	2	8	18.8
2144	2	9	18.7
2144	2	10	17.2
2144	2	11	18.7
2144	2	12	18.6
2144	2	13	18.2
2144	2	14	20
2144	2	15	20.5
2144	2	16	20.7
2164	1	1	4.9
2164	1	2	7.5
2164	1	3	10.5
2164	1	4	14.1
2164	1	5	15.8
2164	1	6	16.2
2164	1	7	15.5
2164	1	8	15.1
2164	1	9	16.3
2164	1	10	16.5
2164	1	11	16.1
2164	1	12	16
2164	1	13	16.4
2164	1	14	16.7
2164	1	15	16.7
2164	1	16	17
2171	2	1	7.2
2171	2	2	8.704221636
2171	2	3	12.8
2171	2	4	16.5
2171	2	5	19.8
2171	2	6	19.5
2171	2	7	20.1
2171	2	8	20.8
2171	2	9	21
2171	2	10	22.3
2171	2	11	22
2171	2	12	23.5
2171	2	13	23.5
2171	2	14	24.8
2171	2	15	24.9
2171	2	16	25.1
2186	2	1	7.5
2186	2	2	11.8
2186	2	3	13.2
2186	2	4	15.2
2186	2	5	18.5
2186	2	6	18.8
2186	2	7	18.4
2186	2	8	17.9
2186	2	9	19.5
2186	2	10	19.9
2186	2	11	20.9
2186	2	12	21.6
2186	2	13	23.2
2186	2	14	22.5
2186	2	15	23.8
2186	2	16	23.8
2090	1	1	6
2090	1	2	8.2
2090	1	3	10.6
2090	1	4	13.7
2090	1	5	14.3
2090	1	6	15
2090	1	7	15.2
2090	1	8	16.3
2090	1	9	16
2090	1	10	16.7
2090	1	11	19.26159468
2090	1	12	18.5
2090	1	13	18.9
2090	1	14	20.9
2090	1	15	21.5
2090	1	16	21.4
2098	1	1	5.5
2098	1	2	8.704221636
2098	1	3	12
2098	1	4	14.9
2098	1	5	16.7
2098	1	6	18.7
2098	1	7	17.3
2098	1	8	18
2098	1	9	17.7
2098	1	10	18.7
2098	1	11	19.8
2098	1	12	19.3
2098	1	13	20.5
2098	1	14	19.7
2098	1	15	19.9
2098	1	16	20.1
2106	2	1	5.8
2106	2	2	8.704221636
2106	2	3	10.3
2106	2	4	12.4
2106	2	5	15.1
2106	2	6	15.8
2106	2	7	16
2106	2	8	16.9
2106	2	9	17.2
2106	2	10	17.6
2106	2	11	16.9
2106	2	12	17.6
2106	2	13	17.2
2106	2	14	17.5
2106	2	15	18.4
2106	2	16	18.2
2114	2	1	4.6
2114	2	2	7.7
2114	2	3	10.1
2114	2	4	12.2
2114	2	5	16.6
2114	2	6	16.8
2114	2	7	17.4
2114	2	8	18.5
2114	2	9	19.7
2114	2	10	22
2114	2	11	20.7
2114	2	12	22
2114	2	13	22.1
2114	2	14	23.7
2114	2	15	23
2114	2	16	24.4
2122	2	1	4.9
2122	2	2	7.5
2122	2	3	9.9
2122	2	4	13
2122	2	5	18.6
2122	2	6	17.4
2122	2	7	19
2122	2	8	21.3
2122	2	9	20.8
2122	2	10	22.5
2122	2	11	23.2
2122	2	12	22.5
2122	2	13	22.9
2122	2	14	23.2
2122	2	15	23.2
2122	2	16	25.5
2130	2	1	4.6
2130	2	2	7.9
2130	2	3	10.5
2130	2	4	14.7
2130	2	5	20
2130	2	6	19.2
2130	2	7	20.7
2130	2	8	20.8
2130	2	9	21.7
2130	2	10	21.7
2130	2	11	21.7
2130	2	12	23
2130	2	13	23.6
2130	2	14	24.7
2130	2	15	27.5
2130	2	16	27.3
2137	1	1	3.1
2137	1	2	5.2
2137	1	3	7.9
2137	1	4	11.6
2137	1	5	14.8
2137	1	6	14.5
2137	1	7	15.9
2137	1	8	15.7
2137	1	9	16.5
