ID	Sex	weak	trait
1697	1	6	18.4
1697	1	7	19.7
1697	1	8	19.7
1697	1	9	21.7
1697	1	10	21.3
1697	1	11	21.7
1697	1	12	21.8
1697	1	13	21.9
1697	1	14	22
1697	1	15	22.6
1697	1	16	25
1704	2	1	5.6
1704	2	2	9.7
1704	2	3	12
1704	2	4	14
1704	2	5	13.5
1704	2	6	19.5
1704	2	7	20.1
1704	2	8	21.8
1704	2	9	21.5
1704	2	10	22.6
1704	2	11	23.9
1704	2	12	24
1704	2	13	25
1704	2	14	25.5
1704	2	15	26.2
1704	2	16	27.1
1712	2	1	3.9
1712	2	2	6.7
1712	2	3	10.2
1712	2	4	13.5
1712	2	5	16.3
1712	2	6	17.6
1712	2	7	18.5
1712	2	8	19.1
1712	2	9	19.8
1712	2	10	22.1
1712	2	11	21.7
1712	2	12	22
1712	2	13	21.8
1712	2	14	22.4
1712	2	15	23
1712	2	16	23.1
1720	2	1	4.2
1720	2	2	7.3
1720	2	3	10.2
1720	2	4	13.7
1720	2	5	16.4
1720	2	6	15.5
1720	2	7	16.5
1720	2	8	17.1
1720	2	9	18.7
1720	2	10	16.9
1720	2	11	17.1
1720	2	12	17.3
1720	2	13	18.8
1720	2	14	18.7
1720	2	15	18.6
1720	2	16	19.2
1728	1	1	5.1
1728	1	2	9
1728	1	3	11.5
1728	1	4	12.6
1728	1	5	12.1
1728	1	6	13.9
1728	1	7	15.4
1728	1	8	15.6
1728	1	9	16.2
1728	1	10	15.7
1728	1	11	16.6
1728	1	12	15.8
1728	1	13	15.7
1728	1	14	17
1728	1	15	16.6
1728	1	16	17.4
1735	1	1	4
1735	1	2	7.1
1735	1	3	8.5
1735	1	4	11.1
1735	1	5	13.5
1735	1	6	12.1
1735	1	7	13.9
1735	1	8	13.9
1735	1	9	15.2
1735	1	10	15.3
1735	1	11	15.1
1735	1	12	15.2
1735	1	13	15.4
1735	1	14	15.3
1735	1	15	15.9
1735	1	16	16.2
1743	2	1	6
1743	2	2	10
1743	2	3	12.6
1743	2	4	17.7
1743	2	5	20.6
1743	2	6	20.9
1743	2	7	22.5
1743	2	8	24.1
1743	2	9	24.3
1743	2	10	25.4
1743	2	11	25.8
1743	2	12	26.3
1743	2	13	25.8
1743	2	14	26.3
1743	2	15	26.9
1743	2	16	27.2
1751	1	1	5.4
1751	1	2	8.9
1751	1	3	11.7
1751	1	4	11.5
1751	1	5	14.3
1751	1	6	17.6
1751	1	7	16.9
1751	1	8	15.7
1751	1	9	16.4
1751	1	10	17.3
1751	1	11	17.7
1751	1	12	17.6
1751	1	13	17.8
1751	1	14	18.1
1751	1	15	18.4
1751	1	16	18.6
1759	2	1	3.7
1759	2	2	6.6
1759	2	3	9.1
1759	2	4	13.2
1759	2	5	14.6
1759	2	6	14.7
1759	2	7	15.9
1759	2	8	14.8
1759	2	9	16
1759	2	10	16.2
1759	2	11	16.3
1759	2	12	16.5
1759	2	13	17.8
1759	2	14	17.6
1759	2	15	18
1759	2	16	18.6
1767	1	1	4.3
1767	1	2	8.4
1767	1	3	11.2
1767	1	4	14.3
1767	1	5	17.2
1767	1	6	17.5
1767	1	7	17.7
1767	1	8	18.8
1767	1	9	19
1767	1	10	19
1767	1	11	19
1767	1	12	19
1767	1	13	19.6
1767	1	14	19.7
1767	1	15	20.9
1767	1	16	21.2
1775	1	1	5.1
1775	1	2	8.4
1775	1	3	10.3
1775	1	4	12.4
1775	1	5	13.8
1775	1	6	14
1775	1	7	13.8
1775	1	8	14.6
1775	1	9	14.1
1775	1	10	14.5
1775	1	11	15.3
1775	1	12	16.4
1775	1	13	16.5
1775	1	14	17
1775	1	15	18
1775	1	16	18.3
1783	2	1	5.6
1783	2	2	9
1783	2	3	12
1783	2	4	13.8
1783	2	5	15.3
1783	2	6	17.8
1783	2	7	18.1
1783	2	8	15.7
1783	2	9	16.6
1783	2	10	16.6
1783	2	11	18.1
1783	2	12	18.5
1783	2	13	19.7
1783	2	14	20.1
1783	2	15	21.5
1783	2	16	21.3
1698	1	1	5.9
1698	1	2	10.5
1698	1	3	12.5
1698	1	4	14.3
1698	1	5	14.8
1698	1	6	15.5
1698	1	7	16.9
1698	1	8	16.6
1698	1	9	18.6
1698	1	10	18.1
1698	1	11	17.5
1698	1	12	17.3
1698	1	13	17.8
1698	1	14	17.4
1698	1	15	17.9
1698	1	16	18.6
1705	2	1	4.3
1705	2	2	6.9
1705	2	3	9
1705	2	4	11.1
1705	2	5	16.4
1705	2	6	17.8
1705	2	7	19.5
1705	2	8	21
1705	2	9	20.6
1705	2	10	20.4
1705	2	11	19.6
1705	2	12	20.5
1705	2	13	21.9
1705	2	14	23.2
1705	2	15	22.8
1705	2	16	22.8
1713	1	1	4.8
1713	1	2	8.7
1713	1	3	11.8
1713	1	4	14.4
1713	1	5	17.5
1713	1	6	17.1
1713	1	7	17.3
1713	1	8	17.8
1713	1	9	18.1
1713	1	10	18.6
1713	1	11	18.5
1713	1	12	18.4
1713	1	13	18.3
1713	1	14	19.4
1713	1	15	20.6
1713	1	16	20.7
1721	1	1	5.2
1721	1	2	8.9
1721	1	3	12.2
1721	1	4	14.6
1721	1	5	13.5
1721	1	6	14.5
1721	1	7	15.1
1721	1	8	15.9
1721	1	9	18.4
1721	1	10	17.2
1721	1	11	16.7
1721	1	12	17
1721	1	13	17.2
1721	1	14	18.9
1721	1	15	19.5
1721	1	16	19.8
1729	1	1	4.4
1729	1	2	8
1729	1	3	10.4
1729	1	4	11.8
1729	1	5	14
1729	1	6	14.3
1729	1	7	15.4
1729	1	8	15.6
1729	1	9	15.6
1729	1	10	15.7
1729	1	11	17
1729	1	12	17.5
1729	1	13	17.6
1729	1	14	19.6
1729	1	15	18.9
1729	1	16	20.7
1744	1	1	6.2
1744	1	2	9.5
1744	1	3	12.3
1744	1	4	14.5
1744	1	5	16.2
1744	1	6	15.3
1744	1	7	17.8
1744	1	8	17.8
1744	1	9	17.3
1744	1	10	18.8
1744	1	11	18.8
1744	1	12	19
1744	1	13	19.1
1744	1	14	19.6
1744	1	15	20.5
1744	1	16	20.6
1752	2	1	5.3
1752	2	2	8.6
1752	2	3	10.4
1752	2	4	11.4
1752	2	5	14.9
1752	2	6	16.1
1752	2	7	18.3
1752	2	8	18.6
1752	2	9	18.8
1752	2	10	19.8
1752	2	11	19.7
1752	2	12	20.3
1752	2	13	20.6
1752	2	14	21.4
1752	2	15	22.1
1752	2	16	22.9
1760	2	1	3.6
1760	2	2	6.1
1760	2	3	8.5
1760	2	4	12.6
1760	2	5	13.9
1760	2	6	14.7
1760	2	7	15.7
1760	2	8	15.6
1760	2	9	16.6
1760	2	10	17
1760	2	11	17.6
1760	2	12	17.8
1760	2	13	18.9
1760	2	14	19.3
1760	2	15	19.8
1760	2	16	20.4
1768	1	1	4.5
1768	1	2	8.2
1768	1	3	11.1
1768	1	4	14.3
1768	1	5	15.5
1768	1	6	15.3
1768	1	7	15.1
1768	1	8	15.9
1768	1	9	16.5
1768	1	10	15.7
1768	1	11	15.4
1768	1	12	16.1
1768	1	13	16.5
1768	1	14	17
1768	1	15	17.7
1768	1	16	17.2
1776	2	1	5.8
1776	2	2	9.6
1776	2	3	12.2
1776	2	4	16.3
1776	2	5	19.2
1776	2	6	20.6
1776	2	7	20.8
1776	2	8	22.1
1776	2	9	22.8
1776	2	10	23.5
1776	2	11	23.7
1776	2	12	25.3
1776	2	13	26.2
1776	2	14	26.7
1776	2	15	27.1
1776	2	16	28.8
1784	1	1	5.4
1784	1	2	8.7
1784	1	3	10.9
1784	1	4	11.8
1784	1	5	13.1
1784	1	6	15.4
1784	1	7	15.4
1784	1	8	15.6
1784	1	9	15.8
1784	1	10	15.4
1784	1	11	16.3
1784	1	12	16.3
1784	1	13	16.5
1784	1	14	16.2
1784	1	15	17.4
1784	1	16	17.4
1706	2	1	4.6
1706	2	2	7.9
1706	2	3	11.5
1706	2	4	14.2
1706	2	5	16
1706	2	6	16.7
1706	2	7	17.6
1706	2	8	18.4
1706	2	9	19
1706	2	10	19.7
1706	2	11	20.6
1706	2	12	21.3
1706	2	13	22.6
1706	2	14	23.9
1706	2	15	23.5
1706	2	16	24.1
1714	2	1	4.3
1714	2	2	8
1714	2	3	10.4
1714	2	4	12.1
1714	2	5	17
1714	2	6	16.9
1714	2	7	18.2
1714	2	8	18.6
1714	2	9	17.9
1714	2	10	20.1
1714	2	11	19.2
1714	2	12	20.8
1714	2	13	21.6
1714	2	14	22.4
1714	2	15	23.1
1714	2	16	23.7
1722	1	1	4.6
1722	1	2	7.9
1722	1	3	10.2
1722	1	4	12
1722	1	5	13.2
1722	1	6	13
1722	1	7	14.3
1722	1	8	14.2
1722	1	9	15.8
1722	1	10	14.8
1722	1	11	14.1
1722	1	12	13.9
1722	1	13	14.5
1722	1	14	15.3
1722	1	15	15.8
1722	1	16	15.8
1730	1	1	4.3
1730	1	2	8
1730	1	3	10.6
1730	1	4	11.8
1730	1	5	14.6
1730	1	6	14.2
1730	1	7	15.4
1730	1	8	15.5
1730	1	9	16.7
1730	1	10	18.6
1730	1	11	20
1730	1	12	19.8
1730	1	13	20.2
1730	1	14	21.4
1730	1	15	22.1
1730	1	16	22.7
1737	1	1	5
1737	1	2	8.1
1737	1	3	10.3
1737	1	4	13.3
1737	1	5	15.8
1737	1	6	15.2
1737	1	7	16.9
1737	1	8	17.5
1737	1	9	17.7
1737	1	10	18.8
1737	1	11	18.4
1737	1	12	17.9
1737	1	13	18.3
1737	1	14	17.8
1737	1	15	17.8
1737	1	16	18.3
1745	2	1	4.4
1745	2	2	7.6
1745	2	3	10.1
1745	2	4	13.4
1745	2	5	17.5
1745	2	6	17.9
1745	2	7	19.3
1745	2	8	19.4
1745	2	9	19.5
1745	2	10	20.6
1745	2	11	20.9
1745	2	12	21.4
1745	2	13	21.4
1745	2	14	22.2
1745	2	15	23.1
1745	2	16	24.3
1753	2	1	4.4
1753	2	2	7.7
1753	2	3	9.5
1753	2	4	9.5
1753	2	5	12.6
1753	2	6	14
1753	2	7	15.8
1753	2	8	16.2
1753	2	9	17.1
1753	2	10	17.8
1753	2	11	17.9
1753	2	12	18.3
1753	2	13	18.9
1753	2	14	19.9
1753	2	15	20.6
1753	2	16	21.2
1761	2	1	3.6
1761	2	2	6.1
1761	2	3	8.7
1761	2	4	12.7
1761	2	5	15.2
1761	2	6	15.7
1761	2	7	16.3
1761	2	8	15.7
1761	2	9	16.9
1761	2	10	17.7
1761	2	11	17.1
1761	2	12	17.4
1761	2	13	18.9
1761	2	14	19.2
1761	2	15	20
1761	2	16	20.6
1777	1	1	5.6
1777	1	2	9.4
1777	1	3	10.9
1777	1	4	12.9
1777	1	5	13.1
1777	1	6	13.8
1777	1	7	14.9
1777	1	8	15.9
1777	1	9	15.5
1777	1	10	15
1777	1	11	15
1777	1	12	15.7
1777	1	13	15.8
1777	1	14	16.6
1777	1	15	15.6
1777	1	16	16.6
1794	2	1	4.7
1794	2	2	8.2
1794	2	3	10
1794	2	4	10.4
1794	2	5	12.2
1794	2	6	13.9
1794	2	7	15.5
1794	2	8	16
1794	2	9	16.5
1794	2	10	16.9
1794	2	11	17.1
1794	2	12	17.9
1794	2	13	18.6
1794	2	14	19.4
1794	2	15	19.5
1794	2	16	20.5
1793	1	1	4.9
1793	1	2	8.3
1793	1	3	9.3
1793	1	4	10
1793	1	5	11.5
1793	1	6	11.5
1793	1	7	13
1793	1	8	13.6
1793	1	9	13.9
1793	1	10	13.5
1793	1	11	14.5
1793	1	12	13.8
1793	1	13	14.6
1793	1	14	15
1793	1	15	15.1
1793	1	16	15.3
1801	1	1	4.9
1801	1	2	8.1
1801	1	3	10.3
1801	1	4	12.1
1801	1	5	14.5
1801	1	6	14.7
1801	1	7	15.2
1801	1	8	14.6
1801	1	9	14.4
1801	1	10	14.9
1801	1	11	14.8
1801	1	12	15.1
1801	1	13	14.7
1801	1	14	14.8
1801	1	15	16.5
1801	1	16	16.9
1808	2	1	4.2
1808	2	2	7.1
1808	2	3	8.7
1808	2	4	12.1
1808	2	5	14.3
1808	2	6	13.8
1808	2	7	15.8
1808	2	8	16.4
1808	2	9	16.7
1808	2	10	16.6
1808	2	11	17
1808	2	12	17.2
1808	2	13	17.5
1808	2	14	17.8
1808	2	15	18.2
1808	2	16	19.2
1823	1	1	5.3
1823	1	2	11
1823	1	3	11.8
1823	1	4	13.5
1823	1	5	14.4
1823	1	6	15
1823	1	7	14.1
1823	1	8	15
1823	1	9	15.9
1823	1	10	15.6
1823	1	11	17.2
1823	1	12	17.7
1823	1	13	18.3
1823	1	14	18.3
1823	1	15	19.7
1823	1	16	19.6
1831	1	1	5
1831	1	2	9.1
1831	1	3	11
1831	1	4	13
1831	1	5	15.6
1831	1	6	15.9
1831	1	7	16.5
1831	1	8	17
1831	1	9	18.1
1831	1	10	17.7
1831	1	11	18.5
1831	1	12	18.2
1831	1	13	19
1831	1	14	17.5
1831	1	15	18.8
1831	1	16	19.2
1839	2	1	4.4
1839	2	2	8.1
1839	2	3	11
1839	2	4	12.9
1839	2	5	15.9
1839	2	6	17.5
1839	2	7	18.8
1839	2	8	19.3
1839	2	9	19.6
1839	2	10	20
1839	2	11	20.2
1839	2	12	21.5
1839	2	13	22.3
1839	2	14	22.9
1839	2	15	23.9
1839	2	16	24.4
1847	2	1	5.3
1847	2	2	9.3
1847	2	3	12.4
1847	2	4	15.9
1847	2	5	18.9
1847	2	6	20.9
1847	2	7	21.6
1847	2	8	22.1
1847	2	9	22.6
1847	2	10	24.2
1847	2	11	24.2
1847	2	12	25.9
1847	2	13	25.6
1847	2	14	27.6
1847	2	15	26.4
1847	2	16	26.6
1856	2	1	7
1856	2	2	12
1856	2	3	12.6
1856	2	4	13.4
1856	2	5	15.5
1856	2	6	17.3
1856	2	7	19.1
1856	2	8	20.1
1856	2	9	18.47109635
1856	2	10	20.3
1856	2	11	21.3
1856	2	12	22.1
1856	2	13	21.8
1856	2	14	23.7
1856	2	15	24.4
1856	2	16	24.5
1992	2	1	5.8
1992	2	2	10.2
1992	2	3	12.1
1992	2	4	15.7
1992	2	5	20.2
1992	2	6	20.5
1992	2	7	20.9
1992	2	8	21.1
1992	2	9	21.6
1992	2	10	22.3
1992	2	11	23.7
1992	2	12	24.4
1992	2	13	23.8
1992	2	14	25.1
1992	2	15	25.8
1992	2	16	28.2
2000	1	1	4.7
2000	1	2	8
2000	1	3	9.7
2000	1	4	10.4
2000	1	5	14.4
2000	1	6	14.6
2000	1	7	15.4
2000	1	8	15.2
2000	1	9	15
2000	1	10	15.6
2000	1	11	16.1
2000	1	12	17
2000	1	13	14.3
2000	1	14	17
2000	1	15	16.2
2000	1	16	17
1786	1	1	5
1786	1	2	8
1786	1	3	10.3
1786	1	4	11.3
1786	1	5	14.3
1786	1	6	15.4
1786	1	7	16.1
1786	1	8	15.4
1786	1	9	15.5
1786	1	10	15.8
1786	1	11	16.8
1786	1	12	16.9
1786	1	13	17.7
1786	1	14	18.5
1786	1	15	18.9
1786	1	16	19.6
1785	1	1	4.8
1785	1	2	8.1
1785	1	3	10.9
1785	1	4	12.4
1785	1	5	13.9
1785	1	6	14.2
1785	1	7	15
1785	1	8	14.5
1785	1	9	15.1
1785	1	10	15
1785	1	11	16.8
1785	1	12	16.7
1785	1	13	16.4
1785	1	14	16.4
1785	1	15	16.4
1785	1	16	17.4
1802	1	1	4.6
1802	1	2	9.4
1802	1	3	12.5
1802	1	4	13
1802	1	5	13.8
1802	1	6	14.9
1802	1	7	14.6
1802	1	8	15.2
1802	1	9	14.9
1802	1	10	15.5
1802	1	11	14.6
1802	1	12	15.5
1802	1	13	16.3
1802	1	14	16.8
1802	1	15	17.4
1802	1	16	17.4
1809	2	1	4.7
1809	2	2	7.5
1809	2	3	10.3
1809	2	4	14
1809	2	5	15.7
1809	2	6	14.3
1809	2	7	16.6
1809	2	8	16.1
1809	2	9	17.2
1809	2	10	18.1
1809	2	11	18.2
1809	2	12	18.2
1809	2	13	19
1809	2	14	19.4
1809	2	15	20.1
1809	2	16	20.4
1824	2	1	5
1824	2	2	8.8
1824	2	3	10.5
1824	2	4	13.8
1824	2	5	16.6
1824	2	6	17.9
1824	2	7	18.3
1824	2	8	18.6
1824	2	9	18.1
1824	2	10	18.3
1824	2	11	18.3
1824	2	12	19.6
1824	2	13	20.9
1824	2	14	21.2
1824	2	15	22.6
1824	2	16	23.4
1832	2	1	3.8
1832	2	2	7.2
1832	2	3	9.6
1832	2	4	11
1832	2	5	13.4
1832	2	6	15.2
1832	2	7	15.8
1832	2	8	15.8
1832	2	9	16.3
1832	2	10	16.4
1832	2	11	16.2
1832	2	12	17.6
1832	2	13	18.7
1832	2	14	19
1832	2	15	19.5
1832	2	16	19.4
1840	2	1	4.6
1840	2	2	7.6
1840	2	3	10.5
1840	2	4	13.6
1840	2	5	15.5
1840	2	6	17.3
1840	2	7	18.8
1840	2	8	19.8
1840	2	9	19.8
1840	2	10	20.1
1840	2	11	20.6
1840	2	12	21.7
1840	2	13	22.6
1840	2	14	24
1840	2	15	25
1840	2	16	26.2
1848	2	1	4.7
1848	2	2	7.8
1848	2	3	12.1
1848	2	4	14.8
1848	2	5	18.2
1848	2	6	19.3
1848	2	7	20
1848	2	8	21
1848	2	9	21.6
1848	2	10	23.9
1848	2	11	24.4
1848	2	12	26.5
1848	2	13	26.6
1848	2	14	28.2
1848	2	15	28.9
1848	2	16	29.6
1857	2	1	6.5
1857	2	2	11.9
1857	2	3	14.9
1857	2	4	20.4
1857	2	5	21.3
1857	2	6	22.6
1857	2	7	23.7
1857	2	8	23.5
1857	2	9	18.47109635
1857	2	10	24.2
1857	2	11	24.7
1857	2	12	25.1
1857	2	13	25.4
1857	2	14	26.1
1857	2	15	26.7
1857	2	16	26.2
1993	1	1	5.5
1993	1	2	9.6
1993	1	3	10.6
1993	1	4	11.8
1993	1	5	14.1
1993	1	6	15.7
1993	1	7	15.8
1993	1	8	16
1993	1	9	17.1
1993	1	10	17.5
1993	1	11	18.7
1993	1	12	19.7
1993	1	13	19.5
1993	1	14	20.2
1993	1	15	20.8
1993	1	16	20.8
2001	2	1	5
2001	2	2	8
2001	2	3	10
2001	2	4	10.8
2001	2	5	14.3
2001	2	6	15
2001	2	7	16.6
2001	2	8	16.8
2001	2	9	17.5
2001	2	10	18.4
2001	2	11	18.8
2001	2	12	20.2
2001	2	13	20.4
2001	2	14	20.9
2001	2	15	20.7
2001	2	16	20.8
1787	2	1	4.1
1787	2	2	7
1787	2	3	8.8
1787	2	4	10.1
1787	2	5	11.9
1787	2	6	14.6
1787	2	7	14.8
1787	2	8	14.5
1787	2	9	15.4
1787	2	10	15.4
1787	2	11	16.7
1787	2	12	16.4
1787	2	13	17.6
1787	2	14	18.9
1787	2	15	19.7
1787	2	16	19.7
1795	2	1	4.5
1795	2	2	8
1795	2	3	10.9
1795	2	4	14.1
1795	2	5	17.5
1795	2	6	18.4
1795	2	7	19.1
1795	2	8	19.4
1795	2	9	20.1
1795	2	10	20.1
1795	2	11	20.7
1795	2	12	21.7
1795	2	13	22.7
1795	2	14	23.8
1795	2	15	23.7
1795	2	16	24.2
1803	2	1	4.9
1803	2	2	10.4
1803	2	3	13.7
1803	2	4	15.7
1803	2	5	19
1803	2	6	20.8
1803	2	7	21.8
1803	2	8	22.4
1803	2	9	23.1
1803	2	10	23.4
1803	2	11	23.5
1803	2	12	23.9
1803	2	13	23.8
1803	2	14	24.5
1803	2	15	24.4
1803	2	16	25.8
1810	2	1	4.1
1810	2	2	6.9
1810	2	3	8.3
1810	2	4	10.6
1810	2	5	13.7
1810	2	6	15.4
1810	2	7	15.4
1810	2	8	17
1810	2	9	17.4
1810	2	10	17.4
1810	2	11	17.8
1810	2	12	17.7
1810	2	13	17.9
1810	2	14	18.4
1810	2	15	19.3
1810	2	16	19.9
1817	1	1	4.7
1817	1	2	8.5
1817	1	3	10.5
1817	1	4	11.3
1817	1	5	13.4
1817	1	6	15.6
1817	1	7	15.2
1817	1	8	15.3
1817	1	9	15.2
1817	1	10	16.8
1817	1	11	15.9
1817	1	12	15.7
1817	1	13	16
1817	1	14	20.81515152
1817	1	15	15.8
1817	1	16	17.6
1825	1	1	4.9
1825	1	2	8.8
1825	1	3	11.9
1825	1	4	14.8
1825	1	5	16.2
1825	1	6	15.9
1825	1	7	17.40438333
1825	1	8	17
1825	1	9	17.4
1825	1	10	17.3
1825	1	11	18.1
1825	1	12	18.4
1825	1	13	18.5
1825	1	14	18.3
1825	1	15	19.5
1825	1	16	21.3
1833	1	1	4.5
1833	1	2	7.8
1833	1	3	10.2
1833	1	4	10.9
1833	1	5	12.8
1833	1	6	14.3
1833	1	7	14.8
1833	1	8	15.2
1833	1	9	14.5
1833	1	10	15.2
1833	1	11	14.4
1833	1	12	15.1
1833	1	13	15.8
1833	1	14	15.8
1833	1	15	16.1
1833	1	16	16.6
1841	1	1	5.1
1841	1	2	9.1
1841	1	3	10.3
1841	1	4	12
1841	1	5	16.5
1841	1	6	16.9
1841	1	7	17.9
1841	1	8	18.6
1841	1	9	18.7
1841	1	10	19.5
1841	1	11	19.3
1841	1	12	20.3
1841	1	13	20.6
1841	1	14	20.7
1841	1	15	21.9
1841	1	16	21
1849	2	1	5.5
1849	2	2	9.7
1849	2	3	12.2
1849	2	4	15.8
1849	2	5	17.3
1849	2	6	19.7
1849	2	7	18.4
1849	2	8	19.2
1849	2	9	19.4
1849	2	10	20.8
1849	2	11	20.9
1849	2	12	21.6
1849	2	13	21.4
1849	2	14	23.5
1849	2	15	23.9
1849	2	16	24.1
1858	2	1	5.8
1858	2	2	10.9
1858	2	3	13
1858	2	4	16.6
1858	2	5	18.8
1858	2	6	19
1858	2	7	19.4
1858	2	8	19.8
1858	2	9	18.47109635
1858	2	10	20.1
1858	2	11	20.2
1858	2	12	21.4
1858	2	13	21.1
1858	2	14	22
1858	2	15	23
1858	2	16	22.3
1994	2	1	5.7
1994	2	2	10.3
1994	2	3	12.3
1994	2	4	14.5
1994	2	5	17.8
1994	2	6	17.5
1994	2	7	18.7
1994	2	8	19.9
1994	2	9	20.9
1994	2	10	22.6
1994	2	11	23.4
1994	2	12	24.3
1994	2	13	25.5
1994	2	14	27
1994	2	15	26.6
1994	2	16	27.5
2002	2	1	4.3
2002	2	2	7.7
2002	2	3	9.2
2002	2	4	11
2002	2	5	13.2
2002	2	6	14.3
2002	2	7	15.2
2002	2	8	14.8
2002	2	9	15.3
2002	2	10	15.7
2002	2	11	16.1
2002	2	12	17.2
2002	2	13	17.5
2002	2	14	18.8
2002	2	15	18.7
2002	2	16	20.3
1788	1	1	6.3
1788	1	2	10.1
1788	1	3	11.4
1788	1	4	12.2
1788	1	5	15.2
1788	1	6	16
1788	1	7	17
1788	1	8	16.4
1788	1	9	17
1788	1	10	17.2
1788	1	11	18.4
1788	1	12	18
1788	1	13	20.1
1788	1	14	20.1
1788	1	15	20.9
1788	1	16	21.2
1796	2	1	4.9
1796	2	2	8.3
1796	2	3	10.7
1796	2	4	12.1
1796	2	5	13.1
1796	2	6	14.9
1796	2	7	15.6
1796	2	8	16.3
1796	2	9	16.2
1796	2	10	16.2
1796	2	11	16.9
1796	2	12	17.7
1796	2	13	17.6
1796	2	14	18.1
1796	2	15	18.7
1796	2	16	19.4
1804	2	1	4.6
1804	2	2	9.8
1804	2	3	12.4
1804	2	4	14.8
1804	2	5	15.1
1804	2	6	16.3
1804	2	7	16.9
1804	2	8	17.9
1804	2	9	18.3
1804	2	10	19.2
1804	2	11	21.9
1804	2	12	20.7
1804	2	13	20.3
1804	2	14	21
1804	2	15	21
1804	2	16	22.1
1811	2	1	4.9
1811	2	2	8
1811	2	3	10
1811	2	4	12.3
1811	2	5	15.5
1811	2	6	17.4
1811	2	7	17.5
1811	2	8	19.1
1811	2	9	20.1
1811	2	10	21.1
1811	2	11	21
1811	2	12	21.7
1811	2	13	22.3
1811	2	14	23.1
1811	2	15	23.1
1811	2	16	23.2
1818	1	1	4.7
1818	1	2	8.7
1818	1	3	10.3
1818	1	4	11.9
1818	1	5	15.8
1818	1	6	17.1
1818	1	7	17.3
1818	1	8	17
1818	1	9	16.8
1818	1	10	17.3
1818	1	11	17.6
1818	1	12	17.6
1818	1	13	18.1
1818	1	14	20.81515152
1818	1	15	17.1
1818	1	16	20.1
1826	2	1	4.7
1826	2	2	8.8
1826	2	3	11.7
1826	2	4	16
1826	2	5	17.3
1826	2	6	18.4
1826	2	7	19.2
1826	2	8	19.3
1826	2	9	19.5
1826	2	10	20.4
1826	2	11	21
1826	2	12	21
1826	2	13	22.4
1826	2	14	22.3
1826	2	15	23.2
1826	2	16	24.1
1834	2	1	4.6
1834	2	2	7.6
1834	2	3	10.7
1834	2	4	13.1
1834	2	5	16.6
1834	2	6	17.2
1834	2	7	17.7
1834	2	8	19.2
1834	2	9	20.6
1834	2	10	20.2
1834	2	11	20
1834	2	12	20.5
1834	2	13	22
1834	2	14	23.3
1834	2	15	23.1
1834	2	16	23.7
1842	2	1	5
1842	2	2	9.2
1842	2	3	10.7
1842	2	4	12.7
1842	2	5	16
1842	2	6	17.1
1842	2	7	18
1842	2	8	19.4
1842	2	9	19.6
1842	2	10	19.9
1842	2	11	20
1842	2	12	22.2
1842	2	13	22.5
1842	2	14	22.5
1842	2	15	23
1842	2	16	22.9
1850	1	1	5.2
1850	1	2	9.2
1850	1	3	12.1
1850	1	4	14.6
1850	1	5	16.1
1850	1	6	16.6
1850	1	7	17.4
1850	1	8	16
1850	1	9	16.8
1850	1	10	17
1850	1	11	17.8
1850	1	12	18.4
1850	1	13	18.4
1850	1	14	18.4
1850	1	15	18.8
1850	1	16	19.5
1995	2	1	6.1
1995	2	2	10.6
1995	2	3	13
1995	2	4	16.7
1995	2	5	19.2
1995	2	6	19.3
1995	2	7	21.1
1995	2	8	21.1
1995	2	9	21.6
1995	2	10	22.6
1995	2	11	24.4
1995	2	12	25.4
1995	2	13	25.7
1995	2	14	27.4
1995	2	15	28.6
1995	2	16	30.9
2003	2	1	4.5
2003	2	2	7.8
2003	2	3	10.5
2003	2	4	12.9
2003	2	5	17.5
2003	2	6	18
2003	2	7	17.8
2003	2	8	18.5
2003	2	9	18.8
2003	2	10	17.8
2003	2	11	19
2003	2	12	19.9
2003	2	13	20
2003	2	14	21.2
2003	2	15	21.2
2003	2	16	21.5
1789	1	1	6.4
1789	1	2	9.8
1789	1	3	11.5
1789	1	4	12.8
1789	1	5	15.1
1789	1	6	15.9
1789	1	7	17.5
1789	1	8	16.9
1789	1	9	17.3
1789	1	10	15
1789	1	11	18.9
1789	1	12	17.9
1789	1	13	19.1
1789	1	14	17.1
1789	1	15	20.4
1789	1	16	20.3
1797	1	1	5.1
1797	1	2	8.5
1797	1	3	11.6
1797	1	4	13.5
1797	1	5	14.6
1797	1	6	16.1
1797	1	7	17
1797	1	8	17.6
1797	1	9	17.2
1797	1	10	18
1797	1	11	18.9
1797	1	12	18.6
1797	1	13	19.4
1797	1	14	19.2
1797	1	15	20
1797	1	16	20.4
1812	1	1	4.3
1812	1	2	7.1
1812	1	3	8.8
1812	1	4	11.4
1812	1	5	13.5
1812	1	6	14.4
1812	1	7	15.7
1812	1	8	15.9
1812	1	9	15.7
1812	1	10	16.7
1812	1	11	16.3
1812	1	12	16.8
1812	1	13	16.7
1812	1	14	16.9
1812	1	15	17.2
1812	1	16	17.9
1819	1	1	5.1
1819	1	2	8.9
1819	1	3	11
1819	1	4	12.4
1819	1	5	14.1
1819	1	6	15.5
1819	1	7	15.2
1819	1	8	15.2
1819	1	9	15.4
1819	1	10	17.2
1819	1	11	16.4
1819	1	12	16.6
1819	1	13	16.8
1819	1	14	20.81515152
1819	1	15	17.3
1819	1	16	17.9
1827	2	1	4.5
1827	2	2	8.2
1827	2	3	11.1
